source_player_id,player_name,birth_date,country,season,league,role,age,sample_size,k_pct,bb_pct,iso,contact_pct,chase_pct,avg_fastball_velocity,zone_pct,sprint_speed,biomech_score,player_id,match_method,country_std,performance_index,position,signing_bonus_usd,country_std_canonical,overall_future_value,position_group,age_band,bonus_tier,next_season_index,next_season,positive_outcome
INT-0050,Kenji Sanchez,2003-09-08,South Korea,2023,Independent,Position Player,20,115,0.259104349261142,0.0508575477726706,0.1048517099784066,0.7112316752994599,0.3244833383325075,,,26.876715824664814,60.761822850433695,INT-0050,source_id,South Korea,0.04602839710746806,OF,237000.0,South Korea,40,OF,19-20,$100K-$499K,-0.14214101072849242,2024.0,0.0
INT-0050,Kenji Sanchez,2003-09-08,South Korea,2024,Independent,Position Player,21,204,0.2531230463118655,0.0708736945427542,0.1212228320745238,0.7260137517702939,0.3772817451238867,,,26.69485895086025,59.90816261317153,INT-0050,source_id,South Korea,-0.14214101072849242,OF,237000.0,South Korea,40,OF,21-22,$100K-$499K,0.4863491821576399,2025.0,1.0
INT-0050,KENJI SANCHEZ,2003-09-08,South Korea,2025,KBO Futures,Position Player,22,265,0.2746817642001898,0.0484040722264429,0.1514085498757423,0.7676507843300477,0.259169236818396,,,27.55911917527411,43.17539370791563,INT-0050,source_id,South Korea,0.4863491821576399,OF,237000.0,South Korea,40,OF,21-22,$100K-$499K,,,
INT-0051,Jorge Mendez,2006-09-27,Panama,2024,Complex League,Pitcher,18,253,0.1936599262748623,0.1452585621342998,,,,87.61576978511147,0.3821712774149927,,43.21076645691867,INT-0051,source_id,Panama,-1.147593381050797,LHP,31000.0,Panama,40,Pitcher,18 and under,Under $100K,-1.328136801405163,2025.0,0.0
INT-0051,Jorge Mendez,2006-09-27,Panama,2025,Panamanian League,Pitcher,19,360,0.1350697403463022,0.1315670832192355,,,,89.04388008613496,0.3984496892144591,,44.077088641610985,INT-0051,source_id,Panama,-1.328136801405163,LHP,31000.0,Panama,40,Pitcher,19-20,Under $100K,,,
INT-0052,Yun-seo Ramirez,1999-10-18,Panamá,2022,Panamanian League,Position Player,23,496,0.256100006430814,0.074891830531196,0.1062951281454138,0.7201906615032083,0.3073969437966074,,,26.61893200130393,59.33921285298749,INT-0052,source_id,Panama,0.24523596232437667,C,69000.0,Panama,45,C,23+,Under $100K,-0.3104647522321414,2023.0,0.0
INT-0052,Yun-seo Ramirez,1999-10-18,Panama,2023,Complex League,Position Player,24,490,0.2365347334733007,0.080792820117656,0.1017233742275594,0.7119862510094406,0.3009619654245826,,,26.102626643573423,46.54004702599118,INT-0052,source_id,Panama,-0.3104647522321414,C,69000.0,Panama,45,C,23+,Under $100K,-0.49204181381686185,2024.0,0.0
INT-0052,Yun-seo Ramirez,1999-10-18,Panama,2024,Panamanian League,Position Player,25,362,0.235421983381315,0.0645139719698527,0.0736554640302145,0.6817365578417025,0.3426412335380773,,,27.32409909264325,58.21277870086004,INT-0052,source_id,Panama,-0.49204181381686185,C,69000.0,Panama,45,C,23+,Under $100K,-0.16453297040522039,2025.0,0.0
INT-0052,Yun-seo Ramirez,1999-10-18,Panama,2025,Panamanian League,Position Player,26,450,0.2558881466895777,0.113297163684092,0.1248397153358735,0.720658847932976,0.2841904141417543,,,25.232357773469715,54.25607402240523,INT-0052,source_id,Panama,-0.16453297040522039,C,69000.0,Panama,45,C,23+,Under $100K,,,
INT-0053,Isaac Dominguez,2004-10-01,Japan,2023,Industrial League,Position Player,19,335,0.2474748392178243,0.0950266304848385,0.0759435181780493,0.7279215620800299,0.3059755023501875,,,24.157577485157685,53.847384717739736,INT-0053,source_id,Japan,-0.5211039513658526,IF,14000.0,Japan,30,IF,19-20,Under $100K,-0.13196542930620275,2024.0,0.0
INT-0053,ISAAC DOMINGUEZ,2004-10-01,Japan,2024,Industrial League,Position Player,20,416,0.2284657719468225,0.0934903472259985,0.1057123268818065,0.7537642711388535,0.358952569217975,,,26.29169112421828,53.34956666586253,INT-0053,source_id,Japan,-0.13196542930620275,IF,14000.0,Japan,30,IF,19-20,Under $100K,0.3149252966657309,2025.0,0.0
INT-0053,Isaac Dominguez,2004-10-01,Japan,2025,Industrial League,Position Player,21,333,0.2119623833676293,0.1144070092499134,0.0869911302452461,0.7504423883464013,0.2281537585538627,,,26.487280797097828,56.11953171782924,INT-0053,source_id,Japan,0.3149252966657309,IF,14000.0,Japan,30,IF,21-22,Under $100K,,,
INT-0054,Omar Torres,2005-05-19,Japan,2024,Industrial League,Pitcher,19,610,0.2841978135995465,0.133103525121855,,,,92.90371632938846,0.3985164044590912,,23.192460184456507,INT-0054,source_id,Japan,-0.3279746019691392,RHP,604000.0,Japan,50,Pitcher,19-20,$500K-$1.49M,0.10563632334070894,2025.0,0.0
,Omar Torres,2005-05-19,Japan,2025,NPB Farm,Pitcher,20,598,0.3114162542414626,0.1040676169959355,,,,92.6098408756476,0.4282895599941432,,30.19652216079625,INT-0054,name_birth_date,Japan,0.10563632334070894,RHP,604000.0,Japan,50,Pitcher,19-20,$500K-$1.49M,,,
INT-0055,Luis Ortega,2006-03-19,Dominican Republic,2022,Dominican Summer League,Position Player,16,598,0.3255443843762383,0.0568556650048754,0.137995936638995,0.6804619642445766,0.3741767195721082,,,26.491117326257086,56.34099435725665,INT-0055,source_id,Dominican Republic,-0.27623410649817837,OF,458000.0,Dominican Republic,45,OF,18 and under,$100K-$499K,0.11112953064348391,2023.0,0.0
INT-0055,Luis Ortega,2006-03-19,Dominican Republic,2023,Dominican Summer League,Position Player,17,386,0.2797954017154682,0.0664585338802568,0.1470297060616809,0.7309005970253052,0.3130569802602017,,,26.37845097154333,48.34635910792589,INT-0055,source_id,Dominican Republic,0.11112953064348391,OF,458000.0,Dominican Republic,45,OF,18 and under,$100K-$499K,0.4836554323311728,2024.0,1.0
INT-0055,  Luis Ortega ,2006-03-19,Dominican Republic,2024,Dominican Summer League,Position Player,18,523,0.2435581777407378,0.0564274252817065,0.1968739620480859,0.7318051182202472,0.3239006713916298,,,26.271715182755667,62.09823803208232,INT-0055,source_id,Dominican Republic,0.4836554323311728,OF,458000.0,Dominican Republic,45,OF,18 and under,$100K-$499K,-0.3068874158408449,2025.0,0.0
INT-0055,Luis Ortega,2006-03-19,Dominican Republic,2025,Dominican Summer League,Position Player,19,203,0.2414699035139425,0.0761426631022413,0.1400074529694758,0.674286963410682,0.3358828243078274,,,27.28594974571323,55.35904049319624,INT-0055,source_id,Dominican Republic,-0.3068874158408449,OF,458000.0,Dominican Republic,45,OF,19-20,$100K-$499K,,,
INT-0058,Kenji Quintero,2000-08-17,Mexico,2022,Mexican League,Position Player,22,553,0.2842840520731763,0.0649690052820574,0.0785381939666306,0.6930258820574461,0.3323559142744195,,,27.78541131460735,55.48789427786069,INT-0058,source_id,Mexico,-0.10736365242061272,IF,46000.0,Mexico,30,IF,21-22,Under $100K,-0.12506848364254392,2023.0,0.0
INT-0058,Kenji Quintero,2000-08-17,Mexico,2023,Mexican League,Position Player,23,351,0.2725048683938488,0.0754533517164896,0.0923401198827717,0.715779711715907,0.3319793934557616,,,26.706518168764934,57.815231631900346,INT-0058,source_id,Mexico,-0.12506848364254392,IF,46000.0,Mexico,30,IF,23+,Under $100K,-0.35814275599523415,2024.0,0.0
INT-0058,Kenji Quintero,2000-08-17,Mexico,2024,Mexican Pacific League,Position Player,24,297,0.2318115815631049,0.0505859694016602,0.0719140321854378,0.7054970343475802,0.3416847774192127,,,27.052960729382846,58.42661885441704,INT-0058,source_id,Mexico,-0.35814275599523415,IF,46000.0,Mexico,30,IF,23+,Under $100K,-0.35177818818553086,2025.0,0.0
INT-0058,Kenji Quintero,2000-08-17,Mexico,2025,Mexican League,Position Player,25,178,0.2273880001583911,0.0552945465481362,0.1398581689876551,0.7197131184378543,0.3297267946451299,,,25.472870573679867,50.588629740256685,INT-0058,source_id,Mexico,-0.35177818818553086,IF,46000.0,Mexico,30,IF,23+,Under $100K,,,
INT-0059,Felix Lee,2006-06-26,South Korea,2025,Independent,Position Player,19,512,0.228670571204675,0.0905086660522461,0.2090393298347723,0.6622853724233728,0.3269633931012833,,,24.44141169943449,48.30101924379168,INT-0059,source_id,South Korea,-0.5509973125451169,C,76000.0,South Korea,45,C,19-20,Under $100K,,,
INT-0060,Min-jun Torres,2007-12-20,Venezuela,2023,Dominican Summer League,Pitcher,16,424,0.2082485691731908,0.1393999027039673,,,,85.67369688579726,0.4518645202738638,,41.9541791810038,INT-0060,source_id,Venezuela,-0.7862589226646735,RHP,16000.0,Venezuela,35,Pitcher,18 and under,Under $100K,-0.8340062083331053,2024.0,0.0
INT-0060,MIN-JUN TORRES,2007-12-20,Venezuela,2024,Dominican Summer League,Pitcher,17,278,0.2281118769712603,0.1506817270635586,,,,88.03047684399671,0.4124941100128886,,42.478107265776366,INT-0060,source_id,Venezuela,-0.8340062083331053,RHP,16000.0,Venezuela,35,Pitcher,18 and under,Under $100K,-1.0749029493577593,2025.0,0.0
,MIN-JUN TORRES,2007-12-20,Venezuela,2025,Complex League,Pitcher,18,546,0.1355179051102381,0.1253396526730739,,,,90.07903002946136,0.4178261181761589,,46.69295078783006,INT-0060,name_birth_date,Venezuela,-1.0749029493577593,RHP,16000.0,Venezuela,35,Pitcher,18 and under,Under $100K,,,
INT-0061,Yun-seo Dominguez,2007-09-13,Venezuela,2023,Dominican Summer League,Pitcher,16,142,0.2077808192839191,0.070757901525164,,,,91.27965034388218,0.4705370361404348,,53.610165251936536,INT-0061,source_id,Venezuela,0.5464414640487465,RHP,90000.0,Venezuela,55,Pitcher,18 and under,Under $100K,0.014417170304726001,2024.0,0.0
INT-0061,Yun-seo Dominguez,2007-09-13,Venezuela,2024,Dominican Summer League,Pitcher,17,320,0.1866380469540911,0.1090797511698456,,,,90.5709412597798,0.4915626877585857,,58.65354341273442,INT-0061,source_id,Venezuela,0.014417170304726001,RHP,90000.0,Venezuela,55,Pitcher,18 and under,Under $100K,0.6732186796587578,2025.0,1.0
INT-0061,Yun-seo Dominguez,2007-09-13,Venezuela,2025,Complex League,Pitcher,18,475,0.2593186919833904,0.0715344270979915,,,,91.94244451494494,0.49454506829502,,56.294758507173285,INT-0061,source_id,Venezuela,0.6732186796587578,RHP,90000.0,Venezuela,55,Pitcher,18 and under,Under $100K,,,
INT-0062,Carlos Torres,2002-06-15,Venezuela,2022,Dominican Summer League,Pitcher,20,583,0.1482154167563049,0.1050061998710485,,,,84.80350616204461,0.463927610823702,,62.0920784388513,INT-0062,source_id,Venezuela,-0.45209564414014586,LHP,10000.0,Venezuela,40,Pitcher,19-20,Under $100K,-0.3700343063921584,2023.0,0.0
INT-0062,Carlos Torres,2002-06-15,Venezuela,2023,Complex League,Pitcher,21,609,0.0868184004116207,0.1090114743420067,,,,89.25853359822855,0.5090941050544332,,61.41318446148704,INT-0062,source_id,Venezuela,-0.3700343063921584,LHP,10000.0,Venezuela,40,Pitcher,21-22,Under $100K,-0.012214191437812022,2024.0,0.0
INT-0062,Carlos Torres,2002-06-15,VZ,2024,Dominican Summer League,Pitcher,22,127,0.2484580054559865,0.0976973226323268,,,,86.16393764460064,0.4449769079190063,,63.786978617352304,INT-0062,source_id,Venezuela,-0.012214191437812022,LHP,10000.0,Venezuela,40,Pitcher,21-22,Under $100K,-0.24914078991524402,2025.0,0.0
INT-0062,Carlos Torres,2002-06-15,VZ,2025,Complex League,Pitcher,23,304,0.1580597453895319,0.087633248246177,,,,86.80274618203273,0.533829515541457,,59.86224179100199,INT-0062,source_id,Venezuela,-0.24914078991524402,LHP,10000.0,Venezuela,40,Pitcher,23+,Under $100K,,,
INT-0063,Hector Herrera,2003-01-14,Venezuela,2022,Dominican Summer League,Position Player,19,349,0.2326961289536654,0.0972171799719133,0.1124478673863549,0.7096935589551507,0.3026045708286487,,,26.763355745557835,62.60415139517893,INT-0063,source_id,Venezuela,0.31659754399626777,OF,72000.0,Venezuela,45,OF,19-20,Under $100K,0.5159299637019741,2023.0,1.0
INT-0063,Hector Herrera,2003-01-14,Venezuela,2023,Dominican Summer League,Position Player,20,163,0.2059457344864725,0.0633571056358506,0.166214575705759,0.74420811056498,0.2958653662967064,,,24.753725320079827,65.1072948440061,INT-0063,source_id,Venezuela,0.5159299637019741,OF,72000.0,Venezuela,45,OF,19-20,Under $100K,0.08407999913458003,2024.0,0.0
INT-0063,Hector Herrera,2003-01-14,Venezuela,2024,Dominican Summer League,Position Player,21,248,0.2365962661251812,0.0694604396590568,0.1085184746918524,0.7081440028440262,0.3084718412878667,,,26.901442428610206,64.33008000630694,INT-0063,source_id,Venezuela,0.08407999913458003,OF,72000.0,Venezuela,45,OF,21-22,Under $100K,0.27357143549050184,2025.0,0.0
INT-0063,  Hector Herrera ,2003-01-14,Venezuela,2025,Dominican Summer League,Position Player,22,385,0.2336543906639993,0.1038746190674982,0.1884608142643973,0.7268865514679458,0.3091596623349951,,,26.410335715971232,54.08692607142794,INT-0063,source_id,Venezuela,0.27357143549050184,OF,72000.0,Venezuela,45,OF,21-22,Under $100K,,,
INT-0064,Seong-hyun Benitez 2,2003-03-03,Dominican Republic,2022,Dominican Summer League,Position Player,19,190,0.279939713700217,0.0943716542930228,0.124953561426658,0.6654775619663895,0.3340760025763882,,,25.93996890361467,51.5216384594706,INT-0064,source_id,Dominican Republic,-0.4597820457790476,IF,59000.0,Dominican Republic,35,IF,19-20,Under $100K,-0.222775175831194,2023.0,0.0
INT-0064,Seong-hyun Benitez 2,2003-03-03,Dominican Republic,2023,Dominican Summer League,Position Player,20,460,0.268916921281208,0.053770041719835,0.1569244999331407,0.7140468453367302,0.3596844377469604,,,25.90739015602205,49.80071153412353,INT-0064,source_id,Dominican Republic,-0.222775175831194,IF,59000.0,Dominican Republic,35,IF,19-20,Under $100K,-0.867873101525895,2024.0,0.0
INT-0064,Seong-hyun Benitez 2,2003-03-03,DOM,2024,Dominican Summer League,Position Player,21,290,0.2719514065086308,0.065512658049862,0.1258946094597815,0.6577487242839224,0.3496377822874632,,,26.065905741393426,46.37909222828912,INT-0064,source_id,Dominican Republic,-0.867873101525895,IF,59000.0,Dominican Republic,35,IF,21-22,Under $100K,-0.6885755718691366,2025.0,0.0
INT-0064,Seong-hyun Benitez 2,2003-03-03,Dominican Republic,2025,Complex League,Position Player,22,542,0.3190460267596969,0.0649578588771012,0.1357438186245305,0.6887233426136986,0.3135314079619001,,,25.63884693083335,41.80963383243604,INT-0064,source_id,Dominican Republic,-0.6885755718691366,IF,59000.0,Dominican Republic,35,IF,21-22,Under $100K,,,
INT-0065,Ruben Choi,2004-06-27,Dominican Rep.,2022,Complex League,Position Player,18,470,0.1820994908707973,0.0905671926546208,0.2392031249421156,0.8107456883594536,0.2334852570667285,,,25.032928484368117,37.46140796705848,INT-0065,source_id,Dominican Republic,1.1299461547128784,OF,453000.0,Dominican Republic,50,OF,18 and under,$100K-$499K,0.5060353115983034,2023.0,1.0
INT-0065,Ruben Choi,2004-06-27,Dominican Republic,2023,Dominican Summer League,Position Player,19,594,0.2464549352704867,0.1044769769279057,0.2086247138045999,0.6972282801380633,0.2684972119910603,,,26.61740680514107,49.7038421677104,INT-0065,source_id,Dominican Republic,0.5060353115983034,OF,453000.0,Dominican Republic,50,OF,19-20,$100K-$499K,-0.31291502361359474,2024.0,0.0
INT-0065,Ruben Choi,2004-06-27,Dominican Republic,2024,Complex League,Position Player,20,402,0.1814038939178283,0.0994249533557769,0.1016231005551276,0.7422771845024713,0.2662380221074383,,,25.81300867124736,33.80662621454028,INT-0065,source_id,Dominican Republic,-0.31291502361359474,OF,453000.0,Dominican Republic,50,OF,19-20,$100K-$499K,0.6691416330522681,2025.0,1.0
INT-0065,Ruben Choi,2004-06-27,Dominican Republic,2025,Dominican Summer League,Position Player,21,161,0.2379582909200293,0.0981005413059905,0.1945748731293971,0.7962752109180029,0.2273282122605469,,,25.11974559749464,41.67457176332443,INT-0065,source_id,Dominican Republic,0.6691416330522681,OF,453000.0,Dominican Republic,50,OF,21-22,$100K-$499K,,,
INT-0066,Mateo Perez,2006-01-20,Venezuela,2023,Dominican Summer League,Pitcher,17,492,0.1775590676849714,0.117472040919174,,,,90.9641341994828,0.4353110585588391,,40.4871062408649,INT-0066,source_id,Venezuela,-0.3921124849754133,RHP,245000.0,Venezuela,40,Pitcher,18 and under,$100K-$499K,0.09359818108212271,2024.0,0.0
INT-0066,Mateo Perez,2006-01-20,Venezuela,2024,Complex League,Pitcher,18,360,0.2495754674388487,0.099866676314429,,,,88.88699868028725,0.4919232822904085,,45.170695356269455,INT-0066,source_id,Venezuela,0.09359818108212271,RHP,245000.0,Venezuela,40,Pitcher,18 and under,$100K-$499K,0.08105055658639987,2025.0,0.0
INT-0066,Mateo Perez,2006-01-20,Venezuela,2025,Complex League,Pitcher,19,233,0.2552052217089842,0.0946100152982719,,,,91.8817918764876,0.4591993468207762,,40.74381515896151,INT-0066,source_id,Venezuela,0.08105055658639987,RHP,245000.0,Venezuela,40,Pitcher,19-20,$100K-$499K,,,
INT-0067,Daniel Mori,2005-09-02,Dominican Republic,2022,Complex League,Pitcher,17,173,0.179517539004314,0.1261754719721015,,,,89.13915452249624,0.4590483269673298,,49.09119623611005,INT-0067,source_id,Dominican Republic,-0.31738556581257155,RHP,59000.0,Dominican Republic,40,Pitcher,18 and under,Under $100K,-0.24092158890057233,2023.0,0.0
INT-0067,Daniel Mori,2005-09-02,Dominican Republic,2023,Dominican Summer League,Pitcher,18,404,0.1763319271425448,0.1149357340877166,,,,90.95180626831144,0.4421055455950881,,47.60720215738869,INT-0067,source_id,Dominican Republic,-0.24092158890057233,RHP,59000.0,Dominican Republic,40,Pitcher,18 and under,Under $100K,0.27463085476098137,2024.0,0.0
INT-0067,Daniel Mori,2005-09-02,Dominican Republic,2024,Dominican Summer League,Pitcher,19,185,0.2859981292401139,0.1248682525590207,,,,89.72965797181598,0.4663923961124093,,55.506918442257785,INT-0067,source_id,Dominican Republic,0.27463085476098137,RHP,59000.0,Dominican Republic,40,Pitcher,19-20,Under $100K,-0.31852637714644993,2025.0,0.0
INT-0067,Daniel Mori,2005-09-02,Dominican Republic,2025,Complex League,Pitcher,20,368,0.1934137289223237,0.0988632891583377,,,,89.83709035671491,0.4658616855261251,,49.30030996227655,INT-0067,source_id,Dominican Republic,-0.31852637714644993,RHP,59000.0,Dominican Republic,40,Pitcher,19-20,Under $100K,,,
,Rafael Han,2000-08-05,Colombia,2022,Colombian Winter League,Position Player,22,123,0.2692777874483783,0.0619564786334191,0.1019569733797069,0.6480303760561327,0.3409273782712558,,,28.425203224072188,53.47639341080667,INT-0068,name_birth_date,Colombia,-0.3072725958899024,IF,47000.0,Colombia,35,IF,21-22,Under $100K,-0.3763760279170493,2023.0,0.0
INT-0068,Rafael Han,2000-08-05,Colombia,2023,Colombian Winter League,Position Player,23,353,0.2798428594146473,0.1062151657115473,0.1183719976537433,0.6753770636951275,0.3297126824667746,,,25.57653073826633,60.69379296272457,INT-0068,source_id,Colombia,-0.3763760279170493,IF,47000.0,Colombia,35,IF,23+,Under $100K,-0.5182606474239797,2024.0,0.0
INT-0068,Rafael Han,2000-08-05,Colombia,2024,Colombian Winter League,Position Player,24,449,0.262844317595421,0.0618881764270364,0.0642035820361267,0.6629495743669355,0.286544926018242,,,26.48175095857687,59.8709433599936,INT-0068,source_id,Colombia,-0.5182606474239797,IF,47000.0,Colombia,35,IF,23+,Under $100K,-0.8141982677648402,2025.0,0.0
INT-0068,Rafael Han,2000-08-05,Colombia,2025,Complex League,Position Player,25,201,0.279526931837275,0.1043788727435907,0.0503229673843951,0.7065880598110539,0.3446064380325601,,,25.468462862711387,58.2431940512357,INT-0068,source_id,Colombia,-0.8141982677648402,IF,47000.0,Colombia,35,IF,23+,Under $100K,,,
,Diego Herrera 2,2004-08-06,Cuba,2022,Independent,Pitcher,18,142,0.2837021501073062,0.0970575495468063,,,,89.08481688081667,0.4564824980822866,,65.18346964498409,INT-0069,name_birth_date,Cuba,0.7325800637429144,RHP,187000.0,Cuba,45,Pitcher,18 and under,$100K-$499K,0.8153688244838684,2023.0,1.0
INT-0069,Diego Herrera 2,2004-08-06,Cuba,2023,Cuban National Series,Pitcher,19,226,0.2211512700516371,0.086375658087734,,,,91.40406848923398,0.4909715919627671,,67.93532774889741,INT-0069,source_id,Cuba,0.8153688244838684,RHP,187000.0,Cuba,45,Pitcher,19-20,$100K-$499K,0.8518392129651946,2024.0,1.0
,Diego Herrera 2,2004-08-06,Cuba,2024,Independent,Pitcher,20,206,0.2485840915337144,0.0657324687438127,,,,92.15436313907902,0.4912381649805279,,59.95771429733218,INT-0069,name_birth_date,Cuba,0.8518392129651946,RHP,187000.0,Cuba,45,Pitcher,19-20,$100K-$499K,0.6928018555398423,2025.0,1.0
,  Diego Herrera 2 ,2004-08-06,Cuba,2025,Independent,Pitcher,21,559,0.2576189613408919,0.0820642296729581,,,,91.8793898816562,0.4962052976868965,,63.53371464509895,INT-0069,name_birth_date,Cuba,0.6928018555398423,RHP,187000.0,Cuba,45,Pitcher,21-22,$100K-$499K,,,
INT-0070,Daichi Torres,2002-07-12,Dominican Rep.,2022,Complex League,Position Player,20,244,0.2523911070337881,0.0947507864970333,0.1331574984998635,0.7167707281784824,0.3200389226772959,,,26.87859183898907,45.49059446275707,INT-0070,source_id,Dominican Republic,0.016737290175410383,OF,45000.0,Dominican Republic,45,OF,19-20,Under $100K,0.4085647178783487,2023.0,0.0
INT-0070,Daichi Torres,2002-07-12,Dominican Republic,2023,Dominican Summer League,Position Player,21,356,0.2031607085961447,0.1105409480578569,0.1225768819757046,0.7962955770836491,0.2770470716996779,,,25.76048867510105,43.920674640107336,INT-0070,source_id,Dominican Republic,0.4085647178783487,OF,45000.0,Dominican Republic,45,OF,21-22,Under $100K,0.1674093265157145,2024.0,0.0
INT-0070,Daichi Torres,2002-07-12,Dominican Republic,2024,Dominican Summer League,Position Player,22,561,0.2114545710274223,0.0755961242011197,0.1338876389907585,0.7195090712150009,0.2962654354465553,,,27.026799342522786,55.09166680218785,INT-0070,source_id,Dominican Republic,0.1674093265157145,OF,45000.0,Dominican Republic,45,OF,21-22,Under $100K,-0.09660644254383643,2025.0,0.0
,Daichi Torres,2002-07-12,Dominican Republic,2025,Dominican Summer League,Position Player,23,533,0.2253465779292512,0.0915071805848967,0.1831190763707442,0.7479556032921498,0.307828122278489,,,24.85479847386215,42.96401286948382,INT-0070,name_birth_date,Dominican Republic,-0.09660644254383643,OF,45000.0,Dominican Republic,45,OF,23+,Under $100K,,,
INT-0071,Haruto Garcia,2001-03-10,Cuba,2022,Independent,Position Player,21,316,0.2347417556779462,0.0929031611432819,0.034611872166747,0.7245018810158216,0.2711146962179119,,,25.60330085356996,59.037892805333286,INT-0071,source_id,Cuba,-0.06469756167495691,OF,13000.0,Cuba,30,OF,21-22,Under $100K,-0.15093325549302777,2023.0,0.0
INT-0071,Haruto Garcia,2001-03-10,Cuba,2023,Independent,Position Player,22,489,0.2677807448117446,0.0808520829931209,0.1237109758000543,0.7338440527020154,0.2936201137705259,,,26.44131502547854,37.32440031316458,INT-0071,source_id,Cuba,-0.15093325549302777,OF,13000.0,Cuba,30,OF,21-22,Under $100K,-0.12181601561499215,2024.0,0.0
INT-0071,Haruto Garcia,2001-03-10,Cuba,2024,Cuban National Series,Position Player,23,357,0.2593257168012727,0.0816946014752051,0.0335795567161505,0.7466553299361968,0.2846103472837178,,,27.0247362765447,52.83044836671764,INT-0071,source_id,Cuba,-0.12181601561499215,OF,13000.0,Cuba,30,OF,23+,Under $100K,0.34999597882034844,2025.0,0.0
INT-0071,Haruto Garcia,2001-03-10,Cuba,2025,Cuban National Series,Position Player,24,166,0.2379893116584279,0.0907840913298205,0.1163064418095931,0.7449553451623633,0.2856707440839298,,,27.14375881866916,59.67695886403774,INT-0071,source_id,Cuba,0.34999597882034844,OF,13000.0,Cuba,30,OF,23+,Under $100K,,,
INT-0072,Omar Vargas,2005-11-24,Dominican Republic,2024,Complex League,Position Player,19,147,0.1962660501531387,0.1021052720849329,0.102821033728124,0.7490786776027877,0.2718213819736217,,,27.642434970055763,62.82211806929901,INT-0072,source_id,Dominican Republic,0.5847981519963664,OF,36000.0,Dominican Republic,45,OF,19-20,Under $100K,1.1637555370991524,2025.0,1.0
INT-0072,Omar Vargas,2005-11-24,Dominican Rep.,2025,Complex League,Position Player,20,418,0.1679192184437385,0.1098607640816802,0.1163954372576867,0.8360258321438453,0.3001870953409049,,,27.93215694239746,66.38494591034106,INT-0072,source_id,Dominican Republic,1.1637555370991524,OF,36000.0,Dominican Republic,45,OF,19-20,Under $100K,,,
,Daichi Han,2002-08-16,Venezuela,2022,Complex League,Pitcher,20,477,0.0944792214148697,0.077760246074125,,,,87.21760884735261,0.48883928291976,,43.79672171238455,INT-0073,name_birth_date,Venezuela,-0.44091271123821485,LHP,24000.0,Venezuela,35,Pitcher,19-20,Under $100K,0.09350682211348432,2023.0,0.0
INT-0073,Daichi Han,2002-08-16,Venezuela,2023,Complex League,Pitcher,21,237,0.1770821294043548,0.0697748405277118,,,,87.0537882258093,0.5249880472650643,,45.44641781574119,INT-0073,source_id,Venezuela,0.09350682211348432,LHP,24000.0,Venezuela,35,Pitcher,21-22,Under $100K,0.5274737557374117,2024.0,1.0
INT-0073,Daichi Han,2002-08-16,Venezuela,2024,Complex League,Pitcher,22,584,0.2183523938543732,0.0877601672744275,,,,91.1144986253359,0.5365026838147009,,55.23000982707954,INT-0073,source_id,Venezuela,0.5274737557374117,LHP,24000.0,Venezuela,35,Pitcher,21-22,Under $100K,0.015394925263905027,2025.0,0.0
INT-0073,Daichi Han,2002-08-16,Venezuela,2025,Dominican Summer League,Pitcher,23,426,0.201642117334508,0.0640189407596249,,,,89.37832595617739,0.4944272195564009,,44.99069720401668,INT-0073,source_id,Venezuela,0.015394925263905027,LHP,24000.0,Venezuela,35,Pitcher,23+,Under $100K,,,
INT-0074,Isaac Ortega,2001-09-02,Dominican Republic,2022,Complex League,Pitcher,21,373,0.1990917533734399,0.1301359694875609,,,,90.662529220566,0.4720814987967224,,42.22561603023357,INT-0074,source_id,Dominican Republic,-0.15635915482729035,RHP,94000.0,Dominican Republic,40,Pitcher,21-22,Under $100K,-0.4317462855284009,2023.0,0.0
INT-0074,ISAAC ORTEGA,2001-09-02,Dominican Republic,2023,Dominican Summer League,Pitcher,22,279,0.2530591079518187,0.1415956432324279,,,,88.04685671307595,0.4436879351507312,,37.372654587266055,INT-0074,source_id,Dominican Republic,-0.4317462855284009,RHP,94000.0,Dominican Republic,40,Pitcher,21-22,Under $100K,-0.3864100415532422,2024.0,0.0
INT-0074,Isaac Ortega,2001-09-02,Dominican Rep.,2024,Dominican Summer League,Pitcher,23,327,0.2098532364928002,0.1105392069150528,,,,90.94195483752092,0.4174890825113205,,42.590996782987546,INT-0074,source_id,Dominican Republic,-0.3864100415532422,RHP,94000.0,Dominican Republic,40,Pitcher,23+,Under $100K,0.5380534124126076,2025.0,1.0
INT-0074,Isaac Ortega,2001-09-02,Dominican Republic,2025,Dominican Summer League,Pitcher,24,163,0.3187756105388252,0.0597799434695474,,,,90.63746938529307,0.4620880355740374,,34.3537557409472,INT-0074,source_id,Dominican Republic,0.5380534124126076,RHP,94000.0,Dominican Republic,40,Pitcher,23+,Under $100K,,,
INT-0075,Ruben Fernandez,2003-04-04,Mexico,2022,Mexican Pacific League,Position Player,19,292,0.2159862719378192,0.0818934711199437,0.0739219746802904,0.747921158270266,0.2405577919626024,,,26.350411941342596,48.249012799443626,INT-0075,source_id,Mexico,0.2968908428412438,C,10000.0,Mexico,35,C,19-20,Under $100K,0.3090495146448034,2023.0,0.0
